Chessboard matrixes  Code   734
    32       33           3
    32       43           4
    32       44           2
    32       45           2
    33       20           2
    33       21           4
    33       22           4
    33       32           1
    33       33           1
    33       34           4
    33       44           4
    33       45           4
    33       46           1
    34       21           4
    34       22           3
    34       23           1
    34       33           1
    34       34           1
    34       35           1
    34       45           2
    34       46           3
    34       47           1
    35       22           3
    35       23           3
    35       24           1
    35       34           4
    35       35           4
    35       36           1
    35       46           0
    35       47           1
    35       48           3
    36       13           3
    36       23           2
    36       24           1
    36       25           0
    36       35           2
    36       36           0
    36       37           2
    36       47           1
    36       48           1
    37       25           3
    37       26           1
    37       36           3
    37       37           0
    37       38           2
    37       48           1
    37       49           3
    37       50           2
    37       60           4
    38       25           1
    38       26           0
    38       27           1
    38       37           1
    38       38           4
    38       39           1
    38       49           0
    38       50           4
    38       51           4
    39       26           3
    39       27           3
    39       28           0
    39       38           3
    39       39           3
    39       40           4
    39       50           1
    39       51           3
    39       52           0
    40       27           1
    40       28           1
    40       29           2
    40       39           1
    40       40           4
    40       41           2
    40       51           1
    40       52           2
    40       53           2
    41       28           1
    41       29           4
    41       30           0
    41       40           2
    41       41           0
    41       42           4
    41       52           2
    41       53           1
    41       54           3
    42       29           3
    42       30           4
    42       31           1
    42       41           4
    42       42           3
    42       43           3
    42       53           1
    42       54           2
    42       55           2
    43       30           0
    43       31           1
    43       32           3
    43       42           4
    43       43           3
    43       44           0
    43       54           1
    43       55           0
    43       56           0
    44       31           0
    44       32           0
    44       33           3
    44       43           4
    44       44           4
    44       45           3
    44       55           3
    44       56           3
    44       57           1
    45       32           1
    45       33           3
    45       34           4
    45       44           1
    45       45           0
    45       46           4
    45       56           2
    45       57           2
    45       58           1
    46       33           3
    46       34           2
    46       35           3
    46       45           4
    46       46           4
    46       47           0
    46       57           3
    46       58           2
    46       59           2
    47       34           0
    47       35           0
    47       36           4
    47       46           2
    47       47           3
    47       48           3
    47       58           2
    47       59           2
    47       60           1
    48       25           2
    48       35           1
    48       36           2
    48       37           2
    48       47           0
    48       48           2
    48       49           1
    48       59           2
    48       60           0
    49       37           4
    49       38           2
    49       48           2
    49       49           3
    49       50           2
    49       60           1
    49       61           1
    49       62           3
    49       72           3
    50       37           2
    50       38           4
    50       39           0
    50       49           3
    50       50           4
    50       51           4
    50       61           3
    50       62           0
    50       63           3
    51       38           0
    51       39           4
    51       40           2
    51       50           1
    51       51           2
    51       52           2
    51       62           3
    51       63           3
    51       64           2
    52       39           0
    52       40           2
    52       41           1
    52       51           3
    52       52           0
    52       53           3
    52       63           4
    52       64           1
    52       65           0
    53       40           4
    53       41           3
    53       42           4
    53       52           2
    53       53           0
    53       54           0
    53       64           4
    53       65           2
    53       66           1
    54       41           4
    54       42           0
    54       43           0
    54       53           1
    54       54           3
    54       55           0
    54       65           2
    54       66           3
    54       67           0
    55       42           0
    55       43           3
    55       44           1
    55       54           3
    55       55           1
    55       56           4
    55       66           3
    55       67           2
    55       68           4
    56       43           2
    56       44           1
    56       45           0
    56       55           1
    56       56           1
    56       57           4
    56       67           3
    56       68           0
    56       69           3
    57       44           2
    57       45           1
    57       46           0
    57       56           0
    57       57           3
    57       58           0
    57       68           3
    57       69           2
    57       70           2
    58       45           4
    58       46           2
    58       47           1
    58       57           0
    58       58           4
    58       59           1
    58       69           2
    58       70           4
    58       71           3
    59       46           0
    59       47           2
    59       48           2
    59       58           0
    59       59           4
    59       60           0
    59       70           0
    59       71           0
    59       72           1
    60       37           3
    60       47           2
    60       48           3
    60       49           1
    60       59           1
    60       60           0
    60       61           1
    60       71           0
    60       72           2
    61       49           2
    61       50           4
    61       60           3
    61       61           3
    61       62           1
    61       72           3
    61       73           2
    61       74           1
    61       84           0
    62       49           1
    62       50           2
    62       51           1
    62       61           4
    62       62           0
    62       63           3
    62       73           2
    62       74           3
    62       75           0
    63       50           4
    63       51           3
    63       52           2
    63       62           4
    63       63           0
    63       64           0
    63       74           3
    63       75           4
    63       76           3
    64       51           2
    64       52           2
    64       53           3
    64       63           3
    64       64           1
    64       65           1
    64       75           1
    64       76           2
    64       77           4
    65       52           2
    65       53           4
    65       54           2
    65       64           0
    65       65           3
    65       66           0
    65       76           1
    65       77           4
    65       78           3
    66       53           4
    66       54           0
    66       55           0
    66       65           4
    66       66           0
    66       67           0
    66       77           3
    66       78           1
    66       79           2
    67       54           3
    67       55           0
    67       56           3
    67       66           4
    67       67           2
    67       68           0
    67       78           1
    67       79           1
    67       80           0
    68       55           3
    68       56           1
    68       57           4
    68       67           4
    68       68           2
    68       69           1
    68       79           2
    68       80           3
    68       81           3
    69       56           4
    69       57           3
    69       58           0
    69       68           2
    69       69           3
    69       70           1
    69       80           2
    69       81           2
    69       82           2
    70       57           4
    70       58           3
    70       59           4
    70       69           2
    70       70           1
    70       71           1
    70       81           3
    70       82           4
    70       83           1
    71       58           0
    71       59           2
    71       60           0
    71       70           4
    71       71           4
    71       72           4
    71       82           2
    71       83           0
    71       84           3
    72       49           3
    72       59           3
    72       60           1
    72       61           4
    72       71           4
    72       72           0
    72       73           2
    72       83           3
    72       84           3
    73       61           1
    73       62           1
    73       72           4
    73       73           3
    73       74           1
    73       84           3
    73       85           4
    73       86           0
    73       96           3
    74       61           1
    74       62           2
    74       63           1
    74       73           4
    74       74           2
    74       75           4
    74       85           4
    74       86           2
    74       87           2
    75       62           0
    75       63           3
    75       64           2
    75       74           4
    75       75           4
    75       76           3
    75       86           4
    75       87           2
    75       88           4
    76       63           1
    76       64           1
    76       65           2
    76       75           3
    76       76           2
    76       77           3
    76       87           0
    76       88           0
    76       89           1
    77       64           1
    77       65           4
    77       66           3
    77       76           1
    77       77           0
    77       78           1
    77       88           1
    77       89           3
    77       90           3
    78       65           0
    78       66           1
    78       67           2
    78       77           4
    78       78           0
    78       79           3
    78       89           1
    78       90           2
    78       91           0
    79       66           0
    79       67           0
    79       68           3
    79       78           1
    79       79           0
    79       80           3
    79       90           4
    79       91           1
    79       92           4
    80       67           1
    80       68           1
    80       69           4
    80       79           2
    80       80           0
    80       81           3
    80       91           3
    80       92           4
    80       93           0
    81       68           1
    81       69           3
    81       70           4
    81       80           3
    81       81           0
    81       82           2
    81       92           0
    81       93           2
    81       94           0
    82       69           3
    82       70           1
    82       71           4
    82       81           2
    82       82           4
    82       83           4
    82       93           0
    82       94           0
    82       95           3
    83       70           1
    83       71           0
    83       72           0
    83       82           4
    83       83           1
    83       84           2
    83       94           1
    83       95           2
    83       96           4
    84       61           2
    84       71           3
    84       72           0
    84       73           2
    84       83           0
    84       84           3
    84       85           0
    84       95           3
    84       96           2
    85       73           2
    85       74           1
    85       84           4
    85       85           2
    85       86           1
    85       96           2
    85       97           3
    85       98           3
    85      108           1
    86       73           3
    86       74           0
    86       75           1
    86       85           3
    86       86           4
    86       87           1
    86       97           2
    86       98           3
    86       99           3
    87       74           3
    87       75           0
    87       76           3
    87       86           4
    87       87           0
    87       88           1
    87       98           0
    87       99           2
    87      100           0
    88       75           2
    88       76           2
    88       77           0
    88       87           4
    88       88           4
    88       89           1
    88       99           1
    88      100           1
    88      101           4
    89       76           4
    89       77           0
    89       78           0
    89       88           2
    89       89           1
    89       90           4
    89      100           4
    89      101           1
    89      102           3
    90       77           0
    90       78           2
    90       79           1
    90       89           1
    90       90           1
    90       91           1
    90      101           3
    90      102           3
    90      103           4
    91       78           3
    91       79           0
    91       80           2
    91       90           1
    91       91           2
    91       92           3
    91      102           0
    91      103           0
    91      104           3
    92       79           3
    92       80           0
    92       81           4
    92       91           1
    92       92           4
    92       93           1
    92      103           2
    92      104           4
    92      105           2
    93       80           4
    93       81           2
    93       82           2
    93       92           3
    93       93           2
    93       94           4
    93      104           3
    93      105           3
    93      106           4
    94       81           2
    94       82           0
    94       83           4
    94       93           1
    94       94           2
    94       95           0
    94      105           0
    94      106           0
    94      107           4
    95       82           0
    95       83           1
    95       84           3
    95       94           0
    95       95           1
    95       96           4
    95      106           3
    95      107           3
    95      108           3
    96       73           2
    96       83           3
    96       84           2
    96       85           1
    96       95           0
    96       96           2
    96       97           4
    96      107           3
    96      108           4
    97       85           0
    97       86           2
    97       96           3
    97       97           0
    97       98           3
    97      108           1
    97      109           1
    97      110           2
    97      120           3
    98       85           0
    98       86           3
    98       87           1
    98       97           4
    98       98           0
    98       99           2
    98      109           4
    98      110           2
    98      111           3
    99       86           0
    99       87           2
    99       88           1
    99       98           2
    99       99           2
    99      100           0
    99      110           2
    99      111           3
    99      112           4
   100       87           3
   100       88           4
   100       89           1
   100       99           1
   100      100           1
   100      101           4
   100      111           2
   100      112           3
   100      113           2
   101       88           1
   101       89           3
   101       90           0
   101      100           4
   101      101           4
   101      102           3
   101      112           1
   101      113           0
   101      114           1
   102       89           3
   102       90           0
   102       91           3
   102      101           3
   102      102           0
   102      103           4
   102      113           3
   102      114           0
   102      115           2
   103       90           4
   103       91           0
   103       92           3
   103      102           2
   103      103           3
   103      104           3
   103      114           0
   103      115           1
   103      116           1
   104       91           4
   104       92           3
   104       93           3
   104      103           3
   104      104           2
   104      105           0
   104      115           0
   104      116           1
   104      117           2
   105       92           2
   105       93           3
   105       94           0
   105      104           2
   105      105           4
   105      106           3
   105      116           1
   105      117           3
   105      118           1
   106       93           0
   106       94           2
   106       95           4
   106      105           2
   106      106           4
   106      107           4
   106      117           3
   106      118           3
   106      119           0
   107       94           0
   107       95           0
   107       96           2
   107      106           0
   107      107           0
   107      108           0
   107      118           0
   107      119           0
   107      120           1
   108       85           0
   108       95           4
   108       96           4
   108       97           2
   108      107           1
   108      108           3
   108      109           2
   108      119           2
   108      120           2
   109       97           3
   109       98           3
   109      108           4
   109      109           3
   109      110           2
   109      120           1
   109      121           3
   109      122           3
   109      132           1
   110       97           4
   110       98           2
   110       99           2
   110      109           1
   110      110           0
   110      111           3
   110      121           2
   110      122           1
   110      123           0
   111       98           2
   111       99           2
   111      100           3
   111      110           3
   111      111           0
   111      112           1
   111      122           4
   111      123           3
   111      124           4
   112       99           4
   112      100           0
   112      101           4
   112      111           1
   112      112           2
   112      113           1
   112      123           4
   112      124           2
   112      125           0
   113      100           0
   113      101           1
   113      102           4
   113      112           2
   113      113           0
   113      114           2
   113      124           2
   113      125           0
   113      126           4
   114      101           3
   114      102           2
   114      103           0
   114      113           0
   114      114           2
   114      115           4
   114      125           1
   114      126           3
   114      127           2
   115      102           2
   115      103           1
   115      104           0
   115      114           4
   115      115           3
   115      116           3
   115      126           3
   115      127           0
   115      128           4
   116      103           3
   116      104           1
   116      105           4
   116      115           0
   116      116           4
   116      117           1
   116      127           0
   116      128           0
   116      129           2
   117      104           0
   117      105           1
   117      106           4
   117      116           3
   117      117           1
   117      118           4
   117      128           3
   117      129           3
   117      130           3
   118      105           4
   118      106           3
   118      107           0
   118      117           3
   118      118           0
   118      119           2
   118      129           2
   118      130           4
   118      131           3
   119      106           4
   119      107           1
   119      108           0
   119      118           1
   119      119           2
   119      120           1
   119      130           4
   119      131           3
   119      132           1
   120       97           0
   120      107           4
   120      108           3
   120      109           3
   120      119           1
   120      120           3
   120      121           0
   120      131           0
   120      132           0
   121      109           2
   121      110           0
   121      120           1
   121      121           1
   121      122           0
   121      132           2
   121      133           0
   121      134           2
   121      144           1
   122      109           2
   122      110           1
   122      111           3
   122      121           1
   122      122           4
   122      123           4
   122      133           0
   122      134           4
   122      135           4
   123      110           4
   123      111           1
   123      112           3
   123      122           1
   123      123           0
   123      124           1
   123      134           3
   123      135           4
   123      136           3
   124      111           4
   124      112           1
   124      113           1
   124      123           4
   124      124           1
   124      125           2
   124      135           0
   124      136           2
   124      137           1
   125      112           3
   125      113           4
   125      114           3
   125      124           0
   125      125           2
   125      126           0
   125      136           3
   125      137           4
   125      138           2
   126      113           4
   126      114           4
   126      115           0
   126      125           0
   126      126           0
   126      127           1
   126      137           0
   126      138           2
   126      139           2
   127      114           3
   127      115           4
   127      116           3
   127      126           0
   127      127           3
   127      128           3
   127      138           1
   127      139           0
   127      140           3
   128      115           2
   128      116           4
   128      117           3
   128      127           2
   128      128           0
   128      129           3
   128      139           2
   128      140           1
   128      141           1
   129      116           3
   129      117           3
   129      118           2
   129      128           2
   129      129           0
   129      130           0
   129      140           0
   129      141           2
   129      142           4
   130      117           4
   130      118           0
   130      119           3
   130      129           2
   130      130           1
   130      131           0
   130      141           2
   130      142           1
   130      143           1
   131      118           1
   131      119           1
   131      120           0
   131      130           4
   131      131           1
   131      132           3
   131      142           4
   131      143           3
   131      144           0
   132      109           4
   132      119           4
   132      120           3
   132      121           0
   132      131           3
   132      132           1
   132      133           4
   132      143           4
   132      144           4
   133        1           0
   133        2           0
   133       12           1
   133      121           0
   133      122           0
   133      132           1
   133      133           0
   133      134           1
   133      144           3
   134        1           3
   134        2           1
   134        3           3
   134      121           3
   134      122           4
   134      123           4
   134      133           2
   134      134           1
   134      135           3
   135        2           2
   135        3           0
   135        4           0
   135      122           4
   135      123           4
   135      124           4
   135      134           4
   135      135           4
   135      136           1
   136        3           0
   136        4           1
   136        5           4
   136      123           3
   136      124           2
   136      125           4
   136      135           1
   136      136           4
   136      137           4
   137        4           4
   137        5           3
   137        6           2
   137      124           3
   137      125           3
   137      126           2
   137      136           3
   137      137           0
   137      138           1
   138        5           2
   138        6           3
   138        7           3
   138      125           1
   138      126           1
   138      127           4
   138      137           0
   138      138           0
   138      139           2
   139        6           3
   139        7           3
   139        8           4
   139      126           4
   139      127           1
   139      128           4
   139      138           0
   139      139           1
   139      140           2
   140        7           2
   140        8           0
   140        9           2
   140      127           3
   140      128           3
   140      129           1
   140      139           1
   140      140           3
   140      141           2
   141        8           4
   141        9           0
   141       10           3
   141      128           2
   141      129           4
   141      130           4
   141      140           0
   141      141           4
   141      142           4
   142        9           1
   142       10           3
   142       11           3
   142      129           3
   142      130           2
   142      131           2
   142      141           4
   142      142           4
   142      143           4
   143       10           0
   143       11           4
   143       12           2
   143      130           2
   143      131           3
   143      132           0
   143      142           2
   143      143           0
   143      144           0
   144        1           1
   144       11           0
   144       12           3
   144      121           1
   144      131           4
   144      132           1
   144      133           4
   144      143           4
   144      144           3

