Chessboard matrixes  Code  3234
    32       33           2
    32       43           2
    32       44           3
    32       45           4
    33       20           1
    33       21           0
    33       22           2
    33       32           1
    33       33           4
    33       34           0
    33       44           1
    33       45           0
    33       46           0
    34       21           4
    34       22           3
    34       23           2
    34       33           0
    34       34           2
    34       35           4
    34       45           2
    34       46           4
    34       47           4
    35       22           0
    35       23           2
    35       24           0
    35       34           2
    35       35           2
    35       36           1
    35       46           2
    35       47           4
    35       48           3
    36       13           4
    36       23           3
    36       24           1
    36       25           4
    36       35           4
    36       36           2
    36       37           0
    36       47           3
    36       48           0
    37       25           1
    37       26           1
    37       36           1
    37       37           2
    37       38           3
    37       48           0
    37       49           3
    37       50           2
    37       60           4
    38       25           4
    38       26           4
    38       27           4
    38       37           4
    38       38           3
    38       39           3
    38       49           0
    38       50           2
    38       51           2
    39       26           1
    39       27           2
    39       28           2
    39       38           4
    39       39           2
    39       40           4
    39       50           3
    39       51           4
    39       52           0
    40       27           3
    40       28           2
    40       29           3
    40       39           0
    40       40           1
    40       41           1
    40       51           0
    40       52           3
    40       53           4
    41       28           2
    41       29           0
    41       30           0
    41       40           2
    41       41           4
    41       42           0
    41       52           4
    41       53           2
    41       54           3
    42       29           4
    42       30           2
    42       31           2
    42       41           1
    42       42           3
    42       43           2
    42       53           0
    42       54           3
    42       55           4
    43       30           4
    43       31           3
    43       32           0
    43       42           1
    43       43           3
    43       44           3
    43       54           4
    43       55           0
    43       56           0
    44       31           3
    44       32           4
    44       33           4
    44       43           2
    44       44           2
    44       45           0
    44       55           0
    44       56           0
    44       57           4
    45       32           1
    45       33           2
    45       34           2
    45       44           3
    45       45           4
    45       46           3
    45       56           4
    45       57           0
    45       58           3
    46       33           2
    46       34           4
    46       35           0
    46       45           4
    46       46           0
    46       47           4
    46       57           2
    46       58           2
    46       59           0
    47       34           1
    47       35           3
    47       36           4
    47       46           0
    47       47           2
    47       48           0
    47       58           1
    47       59           0
    47       60           0
    48       25           3
    48       35           4
    48       36           1
    48       37           3
    48       47           1
    48       48           2
    48       49           4
    48       59           2
    48       60           4
    49       37           4
    49       38           1
    49       48           3
    49       49           3
    49       50           4
    49       60           2
    49       61           3
    49       62           1
    49       72           4
    50       37           0
    50       38           0
    50       39           1
    50       49           2
    50       50           0
    50       51           1
    50       61           2
    50       62           2
    50       63           1
    51       38           0
    51       39           4
    51       40           1
    51       50           4
    51       51           4
    51       52           0
    51       62           3
    51       63           0
    51       64           0
    52       39           4
    52       40           4
    52       41           1
    52       51           0
    52       52           0
    52       53           2
    52       63           1
    52       64           4
    52       65           2
    53       40           4
    53       41           0
    53       42           4
    53       52           4
    53       53           4
    53       54           1
    53       64           2
    53       65           2
    53       66           4
    54       41           0
    54       42           3
    54       43           0
    54       53           0
    54       54           3
    54       55           4
    54       65           1
    54       66           1
    54       67           0
    55       42           1
    55       43           0
    55       44           3
    55       54           4
    55       55           1
    55       56           0
    55       66           4
    55       67           1
    55       68           3
    56       43           2
    56       44           3
    56       45           0
    56       55           0
    56       56           3
    56       57           2
    56       67           2
    56       68           4
    56       69           0
    57       44           1
    57       45           2
    57       46           0
    57       56           0
    57       57           4
    57       58           3
    57       68           1
    57       69           1
    57       70           1
    58       45           1
    58       46           2
    58       47           0
    58       57           4
    58       58           1
    58       59           2
    58       69           3
    58       70           3
    58       71           2
    59       46           4
    59       47           4
    59       48           3
    59       58           4
    59       59           2
    59       60           2
    59       70           3
    59       71           3
    59       72           3
    60       37           2
    60       47           4
    60       48           0
    60       49           1
    60       59           1
    60       60           1
    60       61           4
    60       71           0
    60       72           1
    61       49           1
    61       50           0
    61       60           0
    61       61           3
    61       62           4
    61       72           3
    61       73           1
    61       74           1
    61       84           1
    62       49           3
    62       50           4
    62       51           4
    62       61           0
    62       62           3
    62       63           0
    62       73           2
    62       74           1
    62       75           0
    63       50           2
    63       51           4
    63       52           3
    63       62           4
    63       63           3
    63       64           0
    63       74           3
    63       75           1
    63       76           3
    64       51           4
    64       52           1
    64       53           1
    64       63           2
    64       64           0
    64       65           1
    64       75           0
    64       76           3
    64       77           2
    65       52           3
    65       53           0
    65       54           0
    65       64           1
    65       65           1
    65       66           0
    65       76           4
    65       77           3
    65       78           4
    66       53           2
    66       54           1
    66       55           2
    66       65           1
    66       66           2
    66       67           0
    66       77           4
    66       78           2
    66       79           1
    67       54           0
    67       55           1
    67       56           4
    67       66           4
    67       67           3
    67       68           3
    67       78           2
    67       79           0
    67       80           3
    68       55           2
    68       56           2
    68       57           0
    68       67           1
    68       68           0
    68       69           0
    68       79           3
    68       80           2
    68       81           1
    69       56           2
    69       57           3
    69       58           2
    69       68           1
    69       69           3
    69       70           1
    69       80           0
    69       81           0
    69       82           1
    70       57           4
    70       58           1
    70       59           4
    70       69           3
    70       70           3
    70       71           0
    70       81           0
    70       82           1
    70       83           4
    71       58           4
    71       59           2
    71       60           2
    71       70           0
    71       71           4
    71       72           4
    71       82           4
    71       83           0
    71       84           2
    72       49           2
    72       59           0
    72       60           2
    72       61           2
    72       71           1
    72       72           3
    72       73           3
    72       83           3
    72       84           1
    73       61           1
    73       62           2
    73       72           1
    73       73           3
    73       74           3
    73       84           4
    73       85           1
    73       86           2
    73       96           1
    74       61           3
    74       62           2
    74       63           3
    74       73           3
    74       74           4
    74       75           2
    74       85           1
    74       86           2
    74       87           3
    75       62           3
    75       63           0
    75       64           0
    75       74           3
    75       75           0
    75       76           0
    75       86           4
    75       87           1
    75       88           3
    76       63           4
    76       64           4
    76       65           2
    76       75           0
    76       76           4
    76       77           4
    76       87           1
    76       88           2
    76       89           4
    77       64           2
    77       65           0
    77       66           1
    77       76           4
    77       77           3
    77       78           2
    77       88           0
    77       89           2
    77       90           2
    78       65           0
    78       66           3
    78       67           4
    78       77           0
    78       78           2
    78       79           0
    78       89           3
    78       90           1
    78       91           4
    79       66           4
    79       67           4
    79       68           3
    79       78           0
    79       79           1
    79       80           2
    79       90           2
    79       91           1
    79       92           0
    80       67           4
    80       68           1
    80       69           2
    80       79           0
    80       80           0
    80       81           2
    80       91           3
    80       92           2
    80       93           1
    81       68           0
    81       69           3
    81       70           3
    81       80           1
    81       81           3
    81       82           4
    81       92           2
    81       93           4
    81       94           4
    82       69           2
    82       70           1
    82       71           0
    82       81           3
    82       82           4
    82       83           0
    82       93           0
    82       94           4
    82       95           2
    83       70           0
    83       71           1
    83       72           1
    83       82           4
    83       83           2
    83       84           0
    83       94           3
    83       95           0
    83       96           2
    84       61           4
    84       71           4
    84       72           2
    84       73           3
    84       83           1
    84       84           4
    84       85           0
    84       95           2
    84       96           0
    85       73           3
    85       74           4
    85       84           2
    85       85           1
    85       86           0
    85       96           4
    85       97           1
    85       98           2
    85      108           1
    86       73           4
    86       74           3
    86       75           0
    86       85           2
    86       86           1
    86       87           0
    86       97           1
    86       98           3
    86       99           1
    87       74           1
    87       75           2
    87       76           0
    87       86           2
    87       87           1
    87       88           2
    87       98           1
    87       99           3
    87      100           3
    88       75           0
    88       76           2
    88       77           3
    88       87           4
    88       88           3
    88       89           0
    88       99           4
    88      100           4
    88      101           0
    89       76           2
    89       77           3
    89       78           2
    89       88           0
    89       89           1
    89       90           2
    89      100           3
    89      101           4
    89      102           4
    90       77           2
    90       78           3
    90       79           3
    90       89           2
    90       90           4
    90       91           2
    90      101           0
    90      102           2
    90      103           2
    91       78           3
    91       79           4
    91       80           3
    91       90           2
    91       91           0
    91       92           3
    91      102           0
    91      103           1
    91      104           3
    92       79           2
    92       80           1
    92       81           1
    92       91           1
    92       92           1
    92       93           0
    92      103           1
    92      104           0
    92      105           0
    93       80           4
    93       81           4
    93       82           4
    93       92           0
    93       93           3
    93       94           4
    93      104           0
    93      105           4
    93      106           4
    94       81           0
    94       82           4
    94       83           1
    94       93           0
    94       94           0
    94       95           2
    94      105           0
    94      106           3
    94      107           1
    95       82           1
    95       83           3
    95       84           3
    95       94           2
    95       95           1
    95       96           2
    95      106           0
    95      107           0
    95      108           3
    96       73           1
    96       83           3
    96       84           2
    96       85           2
    96       95           1
    96       96           4
    96       97           0
    96      107           1
    96      108           1
    97       85           4
    97       86           1
    97       96           2
    97       97           0
    97       98           2
    97      108           4
    97      109           1
    97      110           0
    97      120           0
    98       85           0
    98       86           0
    98       87           1
    98       97           1
    98       98           1
    98       99           1
    98      109           1
    98      110           0
    98      111           3
    99       86           1
    99       87           4
    99       88           2
    99       98           3
    99       99           4
    99      100           3
    99      110           2
    99      111           1
    99      112           4
   100       87           3
   100       88           1
   100       89           1
   100       99           0
   100      100           1
   100      101           0
   100      111           0
   100      112           2
   100      113           3
   101       88           2
   101       89           1
   101       90           1
   101      100           0
   101      101           2
   101      102           3
   101      112           2
   101      113           4
   101      114           0
   102       89           0
   102       90           2
   102       91           0
   102      101           1
   102      102           2
   102      103           4
   102      113           0
   102      114           0
   102      115           1
   103       90           4
   103       91           2
   103       92           2
   103      102           0
   103      103           1
   103      104           1
   103      114           1
   103      115           4
   103      116           4
   104       91           1
   104       92           0
   104       93           2
   104      103           2
   104      104           2
   104      105           2
   104      115           2
   104      116           1
   104      117           0
   105       92           4
   105       93           2
   105       94           1
   105      104           4
   105      105           3
   105      106           1
   105      116           2
   105      117           0
   105      118           3
   106       93           4
   106       94           3
   106       95           0
   106      105           1
   106      106           3
   106      107           1
   106      117           0
   106      118           3
   106      119           2
   107       94           4
   107       95           0
   107       96           1
   107      106           0
   107      107           1
   107      108           4
   107      118           3
   107      119           4
   107      120           4
   108       85           3
   108       95           3
   108       96           2
   108       97           0
   108      107           0
   108      108           1
   108      109           0
   108      119           4
   108      120           4
   109       97           2
   109       98           2
   109      108           4
   109      109           4
   109      110           3
   109      120           4
   109      121           1
   109      122           2
   109      132           0
   110       97           4
   110       98           0
   110       99           4
   110      109           2
   110      110           3
   110      111           2
   110      121           1
   110      122           2
   110      123           4
   111       98           1
   111       99           3
   111      100           3
   111      110           0
   111      111           3
   111      112           3
   111      122           1
   111      123           3
   111      124           0
   112       99           1
   112      100           0
   112      101           4
   112      111           2
   112      112           2
   112      113           2
   112      123           4
   112      124           3
   112      125           2
   113      100           1
   113      101           1
   113      102           1
   113      112           0
   113      113           4
   113      114           1
   113      124           1
   113      125           0
   113      126           3
   114      101           1
   114      102           4
   114      103           4
   114      113           1
   114      114           0
   114      115           2
   114      125           3
   114      126           0
   114      127           0
   115      102           1
   115      103           3
   115      104           2
   115      114           2
   115      115           4
   115      116           2
   115      126           2
   115      127           2
   115      128           3
   116      103           2
   116      104           4
   116      105           4
   116      115           3
   116      116           1
   116      117           0
   116      127           1
   116      128           2
   116      129           3
   117      104           0
   117      105           0
   117      106           1
   117      116           3
   117      117           3
   117      118           0
   117      128           4
   117      129           2
   117      130           4
   118      105           4
   118      106           3
   118      107           2
   118      117           4
   118      118           4
   118      119           2
   118      129           4
   118      130           2
   118      131           1
   119      106           2
   119      107           2
   119      108           1
   119      118           1
   119      119           1
   119      120           4
   119      130           0
   119      131           2
   119      132           2
   120       97           2
   120      107           2
   120      108           3
   120      109           4
   120      119           0
   120      120           1
   120      121           2
   120      131           1
   120      132           1
   121      109           4
   121      110           3
   121      120           1
   121      121           0
   121      122           3
   121      132           1
   121      133           4
   121      134           4
   121      144           0
   122      109           2
   122      110           1
   122      111           0
   122      121           2
   122      122           3
   122      123           4
   122      133           3
   122      134           1
   122      135           0
   123      110           4
   123      111           1
   123      112           3
   123      122           1
   123      123           4
   123      124           2
   123      134           3
   123      135           2
   123      136           1
   124      111           1
   124      112           0
   124      113           1
   124      123           0
   124      124           3
   124      125           0
   124      135           1
   124      136           2
   124      137           4
   125      112           2
   125      113           3
   125      114           3
   125      124           2
   125      125           2
   125      126           4
   125      136           3
   125      137           2
   125      138           2
   126      113           3
   126      114           4
   126      115           2
   126      125           2
   126      126           1
   126      127           2
   126      137           0
   126      138           0
   126      139           0
   127      114           4
   127      115           4
   127      116           0
   127      126           0
   127      127           2
   127      128           2
   127      138           0
   127      139           3
   127      140           1
   128      115           4
   128      116           0
   128      117           2
   128      127           0
   128      128           4
   128      129           2
   128      139           1
   128      140           3
   128      141           0
   129      116           1
   129      117           1
   129      118           3
   129      128           2
   129      129           1
   129      130           2
   129      140           1
   129      141           4
   129      142           0
   130      117           2
   130      118           2
   130      119           0
   130      129           1
   130      130           0
   130      131           4
   130      141           1
   130      142           3
   130      143           4
   131      118           4
   131      119           1
   131      120           2
   131      130           3
   131      131           4
   131      132           2
   131      142           4
   131      143           0
   131      144           2
   132      109           0
   132      119           3
   132      120           1
   132      121           4
   132      131           4
   132      132           2
   132      133           1
   132      143           1
   132      144           0
   133        1           0
   133        2           2
   133       12           1
   133      121           1
   133      122           4
   133      132           2
   133      133           1
   133      134           0
   133      144           4
   134        1           4
   134        2           3
   134        3           3
   134      121           1
   134      122           2
   134      123           2
   134      133           1
   134      134           1
   134      135           4
   135        2           3
   135        3           2
   135        4           0
   135      122           0
   135      123           0
   135      124           4
   135      134           2
   135      135           3
   135      136           4
   136        3           4
   136        4           1
   136        5           2
   136      123           3
   136      124           3
   136      125           3
   136      135           2
   136      136           2
   136      137           3
   137        4           0
   137        5           4
   137        6           2
   137      124           3
   137      125           0
   137      126           0
   137      136           2
   137      137           0
   137      138           4
   138        5           3
   138        6           1
   138        7           1
   138      125           2
   138      126           1
   138      127           1
   138      137           2
   138      138           0
   138      139           1
   139        6           3
   139        7           2
   139        8           0
   139      126           4
   139      127           1
   139      128           3
   139      138           3
   139      139           2
   139      140           1
   140        7           3
   140        8           1
   140        9           2
   140      127           3
   140      128           0
   140      129           3
   140      139           0
   140      140           3
   140      141           4
   141        8           4
   141        9           4
   141       10           1
   141      128           3
   141      129           4
   141      130           3
   141      140           0
   141      141           4
   141      142           3
   142        9           2
   142       10           3
   142       11           4
   142      129           1
   142      130           3
   142      131           0
   142      141           4
   142      142           1
   142      143           1
   143       10           1
   143       11           3
   143       12           1
   143      130           4
   143      131           1
   143      132           2
   143      142           1
   143      143           4
   143      144           1
   144        1           4
   144       11           3
   144       12           4
   144      121           3
   144      131           4
   144      132           2
   144      133           2
   144      143           1
   144      144           3

