Chessboard matrixes  Code  2534
    32       33           3
    32       43           1
    32       44           3
    32       45           3
    33       20           1
    33       21           1
    33       22           1
    33       32           3
    33       33           0
    33       34           1
    33       44           3
    33       45           4
    33       46           3
    34       21           3
    34       22           3
    34       23           3
    34       33           4
    34       34           3
    34       35           3
    34       45           4
    34       46           3
    34       47           3
    35       22           2
    35       23           1
    35       24           2
    35       34           1
    35       35           1
    35       36           0
    35       46           2
    35       47           3
    35       48           4
    36       13           1
    36       23           2
    36       24           2
    36       25           1
    36       35           0
    36       36           0
    36       37           1
    36       47           0
    36       48           0
    37       25           3
    37       26           4
    37       36           2
    37       37           1
    37       38           1
    37       48           2
    37       49           2
    37       50           4
    37       60           3
    38       25           1
    38       26           1
    38       27           0
    38       37           4
    38       38           1
    38       39           4
    38       49           2
    38       50           0
    38       51           0
    39       26           3
    39       27           4
    39       28           2
    39       38           0
    39       39           1
    39       40           3
    39       50           4
    39       51           1
    39       52           0
    40       27           3
    40       28           0
    40       29           0
    40       39           3
    40       40           4
    40       41           1
    40       51           0
    40       52           1
    40       53           2
    41       28           1
    41       29           1
    41       30           0
    41       40           1
    41       41           0
    41       42           3
    41       52           1
    41       53           3
    41       54           1
    42       29           0
    42       30           4
    42       31           0
    42       41           2
    42       42           1
    42       43           4
    42       53           4
    42       54           4
    42       55           0
    43       30           2
    43       31           3
    43       32           1
    43       42           4
    43       43           2
    43       44           4
    43       54           0
    43       55           1
    43       56           1
    44       31           4
    44       32           1
    44       33           3
    44       43           3
    44       44           0
    44       45           2
    44       55           3
    44       56           1
    44       57           4
    45       32           2
    45       33           1
    45       34           3
    45       44           1
    45       45           1
    45       46           2
    45       56           3
    45       57           3
    45       58           2
    46       33           4
    46       34           1
    46       35           3
    46       45           0
    46       46           2
    46       47           2
    46       57           1
    46       58           2
    46       59           3
    47       34           2
    47       35           3
    47       36           3
    47       46           2
    47       47           4
    47       48           2
    47       58           0
    47       59           3
    47       60           0
    48       25           2
    48       35           4
    48       36           3
    48       37           3
    48       47           3
    48       48           2
    48       49           2
    48       59           0
    48       60           0
    49       37           0
    49       38           0
    49       48           2
    49       49           4
    49       50           4
    49       60           2
    49       61           3
    49       62           0
    49       72           4
    50       37           2
    50       38           1
    50       39           3
    50       49           0
    50       50           3
    50       51           2
    50       61           1
    50       62           2
    50       63           1
    51       38           4
    51       39           0
    51       40           0
    51       50           3
    51       51           4
    51       52           4
    51       62           3
    51       63           0
    51       64           1
    52       39           0
    52       40           2
    52       41           3
    52       51           1
    52       52           0
    52       53           0
    52       63           4
    52       64           0
    52       65           1
    53       40           0
    53       41           0
    53       42           0
    53       52           1
    53       53           3
    53       54           2
    53       64           4
    53       65           1
    53       66           2
    54       41           0
    54       42           4
    54       43           4
    54       53           4
    54       54           1
    54       55           1
    54       65           2
    54       66           0
    54       67           3
    55       42           0
    55       43           0
    55       44           3
    55       54           2
    55       55           3
    55       56           1
    55       66           3
    55       67           3
    55       68           3
    56       43           4
    56       44           2
    56       45           2
    56       55           0
    56       56           1
    56       57           3
    56       67           2
    56       68           0
    56       69           2
    57       44           4
    57       45           1
    57       46           3
    57       56           1
    57       57           2
    57       58           0
    57       68           0
    57       69           0
    57       70           2
    58       45           3
    58       46           0
    58       47           1
    58       57           2
    58       58           3
    58       59           1
    58       69           3
    58       70           3
    58       71           0
    59       46           4
    59       47           3
    59       48           4
    59       58           1
    59       59           1
    59       60           4
    59       70           2
    59       71           1
    59       72           0
    60       37           3
    60       47           3
    60       48           4
    60       49           3
    60       59           0
    60       60           3
    60       61           3
    60       71           0
    60       72           2
    61       49           1
    61       50           4
    61       60           3
    61       61           2
    61       62           3
    61       72           1
    61       73           2
    61       74           4
    61       84           0
    62       49           2
    62       50           0
    62       51           4
    62       61           3
    62       62           0
    62       63           2
    62       73           1
    62       74           4
    62       75           3
    63       50           3
    63       51           1
    63       52           1
    63       62           0
    63       63           2
    63       64           3
    63       74           2
    63       75           4
    63       76           0
    64       51           1
    64       52           2
    64       53           0
    64       63           2
    64       64           2
    64       65           3
    64       75           4
    64       76           4
    64       77           1
    65       52           3
    65       53           0
    65       54           4
    65       64           2
    65       65           2
    65       66           4
    65       76           3
    65       77           4
    65       78           2
    66       53           2
    66       54           1
    66       55           2
    66       65           3
    66       66           4
    66       67           4
    66       77           4
    66       78           4
    66       79           1
    67       54           3
    67       55           3
    67       56           3
    67       66           4
    67       67           0
    67       68           2
    67       78           3
    67       79           4
    67       80           0
    68       55           0
    68       56           1
    68       57           1
    68       67           0
    68       68           1
    68       69           0
    68       79           1
    68       80           4
    68       81           1
    69       56           0
    69       57           1
    69       58           0
    69       68           1
    69       69           3
    69       70           2
    69       80           4
    69       81           2
    69       82           2
    70       57           3
    70       58           3
    70       59           0
    70       69           2
    70       70           4
    70       71           1
    70       81           2
    70       82           4
    70       83           0
    71       58           1
    71       59           0
    71       60           2
    71       70           3
    71       71           2
    71       72           1
    71       82           2
    71       83           0
    71       84           2
    72       49           3
    72       59           4
    72       60           2
    72       61           0
    72       71           3
    72       72           4
    72       73           1
    72       83           4
    72       84           3
    73       61           0
    73       62           0
    73       72           2
    73       73           1
    73       74           0
    73       84           1
    73       85           2
    73       86           1
    73       96           4
    74       61           4
    74       62           2
    74       63           2
    74       73           0
    74       74           1
    74       75           2
    74       85           4
    74       86           4
    74       87           4
    75       62           3
    75       63           1
    75       64           1
    75       74           0
    75       75           0
    75       76           1
    75       86           2
    75       87           1
    75       88           1
    76       63           4
    76       64           4
    76       65           0
    76       75           4
    76       76           4
    76       77           2
    76       87           4
    76       88           2
    76       89           4
    77       64           1
    77       65           4
    77       66           0
    77       76           4
    77       77           0
    77       78           4
    77       88           4
    77       89           2
    77       90           2
    78       65           4
    78       66           1
    78       67           3
    78       77           1
    78       78           1
    78       79           1
    78       89           0
    78       90           3
    78       91           1
    79       66           4
    79       67           3
    79       68           0
    79       78           0
    79       79           3
    79       80           4
    79       90           2
    79       91           1
    79       92           3
    80       67           1
    80       68           1
    80       69           0
    80       79           2
    80       80           3
    80       81           4
    80       91           1
    80       92           3
    80       93           4
    81       68           1
    81       69           1
    81       70           0
    81       80           2
    81       81           1
    81       82           1
    81       92           4
    81       93           0
    81       94           2
    82       69           4
    82       70           2
    82       71           3
    82       81           3
    82       82           4
    82       83           4
    82       93           2
    82       94           3
    82       95           3
    83       70           2
    83       71           0
    83       72           3
    83       82           2
    83       83           3
    83       84           1
    83       94           1
    83       95           1
    83       96           3
    84       61           2
    84       71           0
    84       72           3
    84       73           4
    84       83           2
    84       84           4
    84       85           2
    84       95           0
    84       96           2
    85       73           4
    85       74           0
    85       84           1
    85       85           4
    85       86           4
    85       96           2
    85       97           3
    85       98           0
    85      108           3
    86       73           3
    86       74           4
    86       75           0
    86       85           2
    86       86           0
    86       87           3
    86       97           4
    86       98           3
    86       99           1
    87       74           3
    87       75           1
    87       76           2
    87       86           0
    87       87           2
    87       88           2
    87       98           4
    87       99           1
    87      100           4
    88       75           2
    88       76           0
    88       77           0
    88       87           2
    88       88           4
    88       89           1
    88       99           4
    88      100           1
    88      101           1
    89       76           4
    89       77           4
    89       78           4
    89       88           1
    89       89           2
    89       90           2
    89      100           1
    89      101           1
    89      102           3
    90       77           4
    90       78           0
    90       79           3
    90       89           3
    90       90           4
    90       91           4
    90      101           1
    90      102           0
    90      103           2
    91       78           2
    91       79           4
    91       80           0
    91       90           4
    91       91           4
    91       92           3
    91      102           2
    91      103           1
    91      104           4
    92       79           4
    92       80           0
    92       81           0
    92       91           1
    92       92           0
    92       93           1
    92      103           2
    92      104           4
    92      105           4
    93       80           4
    93       81           0
    93       82           1
    93       92           4
    93       93           4
    93       94           2
    93      104           1
    93      105           1
    93      106           1
    94       81           0
    94       82           1
    94       83           2
    94       93           4
    94       94           3
    94       95           4
    94      105           0
    94      106           3
    94      107           4
    95       82           3
    95       83           4
    95       84           3
    95       94           4
    95       95           2
    95       96           4
    95      106           4
    95      107           1
    95      108           2
    96       73           4
    96       83           0
    96       84           0
    96       85           3
    96       95           0
    96       96           2
    96       97           3
    96      107           1
    96      108           1
    97       85           1
    97       86           4
    97       96           4
    97       97           2
    97       98           1
    97      108           2
    97      109           2
    97      110           4
    97      120           2
    98       85           0
    98       86           0
    98       87           3
    98       97           2
    98       98           1
    98       99           4
    98      109           3
    98      110           3
    98      111           4
    99       86           3
    99       87           4
    99       88           3
    99       98           1
    99       99           4
    99      100           2
    99      110           4
    99      111           2
    99      112           2
   100       87           4
   100       88           4
   100       89           2
   100       99           2
   100      100           1
   100      101           4
   100      111           4
   100      112           1
   100      113           1
   101       88           2
   101       89           4
   101       90           1
   101      100           0
   101      101           1
   101      102           4
   101      112           3
   101      113           1
   101      114           3
   102       89           2
   102       90           0
   102       91           3
   102      101           4
   102      102           4
   102      103           0
   102      113           2
   102      114           1
   102      115           2
   103       90           1
   103       91           2
   103       92           4
   103      102           4
   103      103           0
   103      104           3
   103      114           2
   103      115           2
   103      116           2
   104       91           1
   104       92           1
   104       93           1
   104      103           2
   104      104           3
   104      105           0
   104      115           1
   104      116           3
   104      117           4
   105       92           2
   105       93           2
   105       94           4
   105      104           3
   105      105           0
   105      106           2
   105      116           4
   105      117           0
   105      118           4
   106       93           4
   106       94           4
   106       95           2
   106      105           0
   106      106           3
   106      107           4
   106      117           1
   106      118           1
   106      119           3
   107       94           1
   107       95           2
   107       96           3
   107      106           2
   107      107           3
   107      108           3
   107      118           2
   107      119           3
   107      120           2
   108       85           4
   108       95           2
   108       96           0
   108       97           4
   108      107           4
   108      108           2
   108      109           3
   108      119           3
   108      120           0
   109       97           3
   109       98           1
   109      108           2
   109      109           2
   109      110           1
   109      120           4
   109      121           2
   109      122           0
   109      132           2
   110       97           1
   110       98           2
   110       99           4
   110      109           2
   110      110           2
   110      111           1
   110      121           2
   110      122           2
   110      123           1
   111       98           4
   111       99           3
   111      100           0
   111      110           4
   111      111           0
   111      112           2
   111      122           1
   111      123           1
   111      124           2
   112       99           4
   112      100           1
   112      101           4
   112      111           1
   112      112           1
   112      113           4
   112      123           2
   112      124           2
   112      125           2
   113      100           2
   113      101           0
   113      102           2
   113      112           2
   113      113           0
   113      114           0
   113      124           1
   113      125           4
   113      126           2
   114      101           1
   114      102           4
   114      103           3
   114      113           4
   114      114           1
   114      115           2
   114      125           1
   114      126           4
   114      127           1
   115      102           4
   115      103           4
   115      104           1
   115      114           3
   115      115           1
   115      116           4
   115      126           4
   115      127           4
   115      128           1
   116      103           4
   116      104           2
   116      105           0
   116      115           4
   116      116           3
   116      117           0
   116      127           4
   116      128           4
   116      129           0
   117      104           4
   117      105           2
   117      106           2
   117      116           1
   117      117           3
   117      118           1
   117      128           4
   117      129           1
   117      130           4
   118      105           0
   118      106           4
   118      107           2
   118      117           3
   118      118           0
   118      119           2
   118      129           3
   118      130           1
   118      131           0
   119      106           4
   119      107           2
   119      108           3
   119      118           3
   119      119           1
   119      120           4
   119      130           3
   119      131           1
   119      132           4
   120       97           3
   120      107           1
   120      108           3
   120      109           1
   120      119           1
   120      120           3
   120      121           3
   120      131           1
   120      132           4
   121      109           3
   121      110           4
   121      120           3
   121      121           0
   121      122           0
   121      132           4
   121      133           0
   121      134           2
   121      144           4
   122      109           0
   122      110           0
   122      111           4
   122      121           1
   122      122           1
   122      123           4
   122      133           4
   122      134           3
   122      135           4
   123      110           4
   123      111           0
   123      112           4
   123      122           1
   123      123           3
   123      124           3
   123      134           2
   123      135           1
   123      136           1
   124      111           3
   124      112           0
   124      113           3
   124      123           0
   124      124           4
   124      125           4
   124      135           4
   124      136           4
   124      137           2
   125      112           1
   125      113           1
   125      114           3
   125      124           3
   125      125           0
   125      126           3
   125      136           3
   125      137           0
   125      138           0
   126      113           4
   126      114           3
   126      115           4
   126      125           3
   126      126           4
   126      127           1
   126      137           4
   126      138           1
   126      139           3
   127      114           1
   127      115           1
   127      116           0
   127      126           0
   127      127           3
   127      128           0
   127      138           1
   127      139           4
   127      140           2
   128      115           3
   128      116           0
   128      117           2
   128      127           1
   128      128           1
   128      129           4
   128      139           0
   128      140           1
   128      141           0
   129      116           0
   129      117           2
   129      118           1
   129      128           4
   129      129           4
   129      130           2
   129      140           3
   129      141           2
   129      142           4
   130      117           4
   130      118           2
   130      119           3
   130      129           3
   130      130           2
   130      131           0
   130      141           4
   130      142           2
   130      143           1
   131      118           0
   131      119           1
   131      120           0
   131      130           3
   131      131           2
   131      132           1
   131      142           1
   131      143           3
   131      144           0
   132      109           0
   132      119           1
   132      120           3
   132      121           1
   132      131           4
   132      132           0
   132      133           2
   132      143           4
   132      144           0
   133        1           3
   133        2           3
   133       12           2
   133      121           4
   133      122           0
   133      132           3
   133      133           1
   133      134           3
   133      144           4
   134        1           0
   134        2           3
   134        3           1
   134      121           2
   134      122           2
   134      123           1
   134      133           3
   134      134           2
   134      135           4
   135        2           1
   135        3           4
   135        4           1
   135      122           1
   135      123           0
   135      124           2
   135      134           3
   135      135           1
   135      136           3
   136        3           0
   136        4           2
   136        5           1
   136      123           4
   136      124           1
   136      125           2
   136      135           3
   136      136           4
   136      137           2
   137        4           0
   137        5           4
   137        6           3
   137      124           2
   137      125           1
   137      126           3
   137      136           0
   137      137           3
   137      138           2
   138        5           4
   138        6           0
   138        7           0
   138      125           0
   138      126           0
   138      127           1
   138      137           1
   138      138           0
   138      139           4
   139        6           0
   139        7           0
   139        8           1
   139      126           0
   139      127           4
   139      128           2
   139      138           4
   139      139           0
   139      140           2
   140        7           4
   140        8           1
   140        9           4
   140      127           1
   140      128           4
   140      129           3
   140      139           0
   140      140           0
   140      141           0
   141        8           4
   141        9           4
   141       10           0
   141      128           2
   141      129           2
   141      130           2
   141      140           4
   141      141           0
   141      142           3
   142        9           1
   142       10           0
   142       11           3
   142      129           1
   142      130           2
   142      131           1
   142      141           2
   142      142           4
   142      143           0
   143       10           4
   143       11           3
   143       12           2
   143      130           4
   143      131           2
   143      132           2
   143      142           2
   143      143           1
   143      144           2
   144        1           0
   144       11           4
   144       12           2
   144      121           0
   144      131           0
   144      132           1
   144      133           3
   144      143           2
   144      144           4

